GeneID	Symbol	Aliases
25978	CHMP2B	ALS17, CHMP2.5, DMT1, VPS2-2, VPS2B
9420	CYP7B1	CBAS3, CP7B, SPG5A
224	ALDH3A2	ALDH10, FALDH, SLS
6342	SCP2	NLTP, NSL-TP, SCP-2, SCP-CHI, SCP-X, SCPX
5702	PSMC3	TBP1
9351	SLC9A3R2	E3KARP, NHE3RF2, NHERF-2, NHERF2, OCTS2, SIP-1, SIP1, TKA-1
8614	STC2	STC-2, STCRP
6258	RXRG	NR2B3, RXRC
54657	UGT1A4	GNT1, HUG-BR2, UDPGT, UDPGT 1-4, UGT-1A, UGT-1D, UGT1, UGT1-01, UGT1-04, UGT1.1, UGT1.4, UGT1A, UGT1A1S, UGT1D, hUG-BR1, UGT1A4
8726	EED	COGIS, HEED, WAIT1
2020	EN2	
974	CD79B	AGM6, B29, IGB
6575	SLC20A2	GLVR-2, GLVR2, IBGC1, IBGC3, MLVAR, PIT-2, PIT2, RAM1, Ram-1
2801	GOLGA2	GM130
3207	HOXA11	HOX1, HOX1I, RUSAT1
2043	EPHA4	EK8, HEK8, SEK, TYRO1
8836	GGH	GH
8880	FUBP1	FBP, FUBP, hDH V
6102	RP2	DELXp11.3, NM23-H10, NME10, TBCCD2, XRP2
9495	AKAP5	AKAP75, AKAP79, H21
3202	HOXA5	HOX1, HOX1.3, HOX1C
5980	REV3L	POLZ, REV3
8570	KHSRP	FBP2, FUBP2, KSRP, p75
5498	PPOX	PPO, V290M, VP
2323	FLT3LG	FL, FLG3L, FLT3L
2069	EREG	EPR, ER, Ep
54541	DDIT4	Dig2, REDD-1, REDD1
8277	TKTL1	TKR, TKT2
220	ALDH1A3	ALDH1A6, ALDH6, MCOP8, RALDH3
50489	CD207	CLEC4K
5481	PPID	CYP-40, CYPD
57818	G6PC2	IGRP
6449	SGTA	SGT, alphaSGT, hSGT
32	ACACB	ACC2, ACCB, HACC275
10009	ZBTB33	ZNF-kaiso, ZNF348
115908	CTHRC1	
65078	RTN4R	NGR, NOGOR
5274	SERPINI1	PI12, neuroserpin
8936	WASF1	SCAR1, WAVE, WAVE1
406920	MIR130B	MIRN130B, mir-130b
25818	KLK5	KLK-L2, KLKL2, SCTE
51455	REV1	AIBP80L, REV1
27339	PRPF19	NMP200, PRP19, PSO4, SNEV, UBOX4, hPSO4
64919	BCL11B	ATL1, ATL1-alpha, ATL1-beta, ATL1-delta, ATL1-gamma, CTIP-2, CTIP2, IDDFSTA, IMD49, RIT1, ZNF856B, hRIT1-alpha
1738	DLD	DLDDH, E3, GCSL, LAD, PHE3, DLD
128	ADH5	ADH-3, ADHX, FALDH, FDH, GSH-FDH, GSNOR, HEL-S-60p
735	C9	ARMD15D, C9
6300	MAPK12	ERK-6, ERK3, ERK6, MAPK 12, P38GAMMA, PRKM12, SAPK-3, SAPK3
716	C1S	EDSPD2
292	SLC25A5	2F1, AAC2, ANT2, T2, T3
660	BMX	ETK, PSCTK2, PSCTK3
29904	EEF2K	CaMKIII, HSU93850, eEF-2K
5110	PCMT1	PIMT
2596	GAP43	B-50, PP46
1302	COL11A2	DFNA13, DFNB53, FBCG2, HKE5, OSMEDA, OSMEDB, PARP, STL3
2905	GRIN2C	GluN2C, NMDAR2C, NR2C
4735	SEPT2	DIFF6, NEDD-5, NEDD5, Pnutl3, hNedd5
643834	PGA3	
2889	RAPGEF1	C3G, GRF2
3808	KIR2DS3	NKAT7
338557	FFAR4	BMIQ10, GPR120, GPR129, GT01, O3FAR1, PGR4
57105	CYSLTR2	CYSLT2, CYSLT2R, GPCR21, HG57, HPN321, KPG_011, PSEC0146, hGPCR21
64802	NMNAT1	LCA9, NMNAT, PNAT1
79813	EHMT1	EHMT1-IT1, EUHMTASE1, Eu-HMTase1, FP13812, GLP, GLP1, KLEFS1, KMT1D
5105	PCK1	PCKDC, PEPCK-C, PEPCK1, PEPCKC
1831	TSC22D3	DIP, DSIPI, GILZ, TSC-22R
406994	MIR212	MIRN212, mir-212
11006	LILRB4	CD85K, ILT-3, ILT3, LIR-5, LIR5
406968	MIR193A	MIRN193, MIRN193A, mir-193a
5277	PIGA	GPI3, MCAHS2, PIG-A, PNH1
221692	PHACTR1	RPEL, RPEL1, dJ257A7.2
5792	PTPRF	BNAH2, LAR
3779	KCNMB1	BKbeta1, K(VCA)beta, SLO-BETA, hbeta1, hslo-beta, k(VCA)beta-1, slo-beta-1
7003	TEAD1	AA, NTEF-1, REF1, TCF-13, TCF13, TEAD-1, TEF-1
51162	EGFL7	NEU1, VE-STATIN, ZNEU1
91	ACVR1B	ACTRIB, ACVRLK4, ALK4, SKR2
8086	AAAS	AAAb, ADRACALA, ADRACALIN, ALADIN, GL003, AAAS
218	ALDH3A1	ALDH3, ALDHIII
1053	CEBPE	C/EBP-epsilon, CRP1
1267	CNP	CNP1
9289	ADGRG1	BFPP, BPPR, GPR56, TM7LN4, TM7XN1
9555	H2AFY	H2A.y, H2A/y, H2AF12M, MACROH2A1.1, mH2A1, macroH2A1.2
30818	KCNIP3	CSEN, DREAM, KCHIP3
3500	IGHG1	
4299	AFF1	AF4, MLLT2, PBM1
3001	GZMA	CTLA3, HFSP
9266	CYTH2	ARNO, CTS18, CTS18.1, PSCD2, PSCD2L, SEC7L, Sec7p-L, Sec7p-like, cytohesin-2
7224	TRPC5	PPP1R159, TRP5
2997	GYS1	GSY, GYS
2673	GFPT1	CMS12, CMSTA1, GFA, GFAT, GFAT 1, GFAT1, GFAT1m, GFPTL, MSLG, GFPT1
10243	GPHN	GEPH, GPH, GPHRYN, HKPX1, MOCODC
6788	STK3	KRS1, MST2
2642	GCGR	GGR, GL-R
7372	UMPS	OPRT
554210	MIR429	MIRN429, hsa-mir-429, mir-429
84148	KAT8	MOF, MYST1, ZC2HC8, hMOF
6932	TCF7	TCF-1
5213	PFKM	ATP-PFK, GSD7, PFK-1, PFK-A, PFK1, PFKA, PFKX, PPP1R122
26277	TINF2	DKCA3, TIN2
3434	IFIT1	C56, G10P1, IFI-56, IFI-56K, IFI56, IFIT-1, IFNAI1, ISG56, P56, RNM561
5073	PARN	DAN, DKCB6, PFBMFT4
10346	TRIM22	GPSTAF50, RNF94, STAF50
8930	MBD4	MED1
8914	TIMELESS	TIM, TIM1, hTIM
1371	CPOX	COX, CPO, CPX, HCP
5307	PITX1	BFT, CCF, LBNBG, POTX, PTX1
4482	MSRA	PMSR
730	C7	
2219	FCN1	FCNM
11240	PADI2	PAD-H19, PAD2, PDI2
7175	TPR	
22948	CCT5	CCT-epsilon, CCTE, HEL-S-69, PNAS-102, TCP-1-epsilon
23022	PALLD	CGI-151, CGI151, MYN, PNCA1, SIH002
10550	ARL6IP5	DERP11, GTRAP3-18, HSPC127, JWA, PRAF3, Yip6b, addicsin, hp22, jmx
5364	PLXNB1	PLEXIN-B1, PLXN5, SEP
432	ASGR1	ASGPR, ASGPR1, CLEC4H1, HL-1
10128	LRPPRC	CLONE-23970, GP130, LRP130, LSFC
4209	MEF2D	
8991	SELENBP1	HEL-S-134P, LPSB, MTO, SBP56, SP56, hSBP
8295	TRRAP	PAF350/400, PAF400, STAF40, TR-AP, Tra1
8518	ELP1	DYS, FD, IKAP, IKBKAP, IKI3, TOT1
3906	LALBA	LYZG
2218	FKTN	CMD1X, FCMD, LGMD2M, LGMDR13, MDDGA4, MDDGB4, MDDGC4
466	ATF1	EWS-ATF1, FUS/ATF-1, TREB36
3301	DNAJA1	DJ-2, DjA1, HDJ2, HSDJ, HSJ-2, HSJ2, HSPF4, NEDD7, hDJ-2
57491	AHRR	AHH, AHHR, bHLHe77
2917	GRM7	GLUR7, GPRC1G, MGLU7, MGLUR7, PPP1R87
110973015	LOC110973015	
80310	PDGFD	IEGF, MSTP036, SCDGF-B, SCDGFB
111	ADCY5	AC5, FDFM
5947	RBP1	CRABP-I, CRBP, CRBP1, CRBPI, RBPC
51393	TRPV2	VRL, VRL-1, VRL1
3902	LAG3	CD223
1793	DOCK1	DOCK180, ced5
2151	F2RL2	PAR-3, PAR3
7079	TIMP4	TIMP-4
3752	KCND3	BRGDA9L, KCND3S, KSHIVB, KV4.3, SCA19, SCA22, KCND3
51773	RSF1	HBXAP, RSF-1, XAP8, p325
3009	HIST1H1B	H1, H1.5, H1B, H1F5, H1s-3
1181	CLCN2	CIC-2, CLC2, ECA2, ECA3, EGI11, EGI3, EGMA, EJM6, EJM8, HALD2, LKPAT, clC-2
7022	TFAP2C	AP2-GAMMA, ERF1, TFAP2G, hAP-2g
51750	RTEL1	C20orf41, DKCA4, DKCB5, NHL, PFBMFT3, RTEL
6046	BRD2	BRD2-IT1, D6S113E, FSH, FSRG1, NAT, O27.1.1, RING3, RNF3
51547	SIRT7	SIR2L7
84329	HVCN1	HV1, VSOP
7709	ZBTB17	MIZ-1, ZNF151, ZNF60, pHZ-67
10894	LYVE1	CRSBP-1, HAR, LYVE-1, XLKD1
6760	SS18	SSXT, SYT
4942	OAT	GACR, HOGAASE, OKT, OAT
154796	AMOT	
7324	UBE2E1	UBCH6
11214	AKAP13	AKAP-13, AKAP-Lbc, ARHGEF13, BRX, HA-3, Ht31, LBC, PRKA13, PROTO-LB, PROTO-LBC, c-lbc, p47
6405	SEMA3F	SEMA-IV, SEMA4, SEMAK
5552	SRGN	PPG, PRG, PRG1
1747	DLX3	AI4, TDO
7088	TLE1	ESG, ESG1, GRG1
27327	TNRC6A	CAGH26, FAME6, GW1, GW182, TNRC6
2201	FBN2	CCA, DA9, EOMD
5309	PITX3	ASGD1, ASMD, ASOD, CTPP4, CTRCT11, PTX3
7361	UGT1A	GNT1, UGT, UGT1@, UGT1A
2707	GJB3	CX31, DFNA2, DFNA2B, EKV, EKVP1
9070	ASH2L	ASH21, ASH2L2, Bre2, ASH2L
5081	PAX7	HUP1B, RMS2, PAX7
95	ACY1	ACY-1D, HEL-S-5, ACY1
406915	MIR128-1	MIR128A, MIRN128-1, MIRN128A, mir-128-1
10542	LAMTOR5	HBXIP, XIP
8125	ANP32A	C15orf1, HPPCn, I1PP2A, LANP, MAPM, PHAP1, PHAPI, PP32
3508	IGHMBP2	CATF1, CMT2S, HCSA, HMN6, SMARD1, SMUBP2, ZFAND7
3840	KPNA4	IPOA3, QIP1, SRP3
65057	ACD	PIP1, PTOP, TINT1, TPP1
4134	MAP4	
4883	NPR3	ANP-C, ANPR-C, ANPRC, C5orf23, GUCY2B, NPR-C, NPRC
2354	FOSB	AP-1, G0S3, GOS3, GOSB
837	CASP4	ICE(rel)II, ICEREL-II, ICH-2, Mih1, Mih1/TX, TX
8821	INPP4B	
5867	RAB4A	HRES-1, HRES-1/RAB4, HRES1, RAB4
3061	HCRTR1	OX1R
28951	TRIB2	C5FW, GS3955, TRB2
200879	LIPH	AH, ARWH2, HYPT7, LAH2, LPDLR, PLA1B, mPA-PLA1
10370	CITED2	ASD8, MRG-1, MRG1, P35SRJ, VSD2
10036	CHAF1A	CAF-1, CAF1, CAF1B, CAF1P150, P150
51720	UIMC1	RAP80, X2HRIP110
10226	PLIN3	M6PRBP1, PP17, TIP47
63976	PRDM16	CMD1LL, KMT8F, LVNC8, MEL1, PFM13
10825	NEU3	SIAL3
108663987	LOC108663987	
5068	REG3A	HIP, HIP/PAP, INGAP, PAP, PAP-H, PAP1, PBCGF, REG-III, REG3
6434	TRA2B	Htra2-beta, PPP1R156, SFRS10, SRFS10, TRA2-BETA, TRAN2B
2674	GFRA1	GDNFR, GDNFRA, GFR-ALPHA-1, RET1L, RETL1, TRNR1
38	ACAT1	ACAT, MAT, T2, THIL
64699	TMPRSS3	DFNB10, DFNB8, ECHOS1, TADG12
112597	CYTOR	C2orf59, LINC00152, NCRNA00152
5927	KDM5A	RBBP-2, RBBP2, RBP2
1638	DCT	TRP-2, TYRP2
2760	GM2A	GM2-AP, SAP-3
9821	RB1CC1	ATG17, CC1, FIP200, PPP1R131
9856	KIAA0319	AAVR, DYLX2, DYX2, NMIG
3987	LIMS1	PINCH, PINCH-1, PINCH1
22806	IKZF3	AIO, AIOLOS, ZNFN1A3
25825	BACE2	AEPLC, ALP56, ASP1, ASP21, BAE2, CDA13, CEAP1, DRAP
2041	EPHA1	EPH, EPHT, EPHT1
2954	GSTZ1	GSTZ1-1, MAAI, MAAID, MAI
1653	DDX1	DBP-RB, UKVH5d
3646	EIF3E	EIF3-P48, EIF3S6, INT6, eIF3-p46
8569	MKNK1	MNK1
11309	SLCO2B1	OATP-B, OATP2B1, OATPB, SLC21A9
7084	TK2	MTDPS2, MTTK, PEOB3, SCA31
3185	HNRNPF	HNRPF, OK/SW-cl.23, mcs94-1
6829	SUPT5H	SPT5, SPT5H, Tat-CT1
11124	FAF1	CGI-03, HFAF1s, UBXD12, UBXN3A, hFAF1
5538	PPT1	CLN1, INCL, PPT
6452	SH3BP2	3BP-2, 3BP2, CRBM, CRPM, RES4-23
6533	SLC6A6	TAUT
23650	TRIM29	ATDC
11255	HRH3	GPCR97, HH3R
5798	PTPRN	IA-2, IA-2/PTP, IA2, ICA512, R-PTP-N
6425	SFRP5	SARP3
55818	KDM3A	JHDM2A, JHMD2A, JMJD1, JMJD1A, TSGA
57679	ALS2	ALS2CR6, ALSJ, IAHSP, PLSJ
10803	CCR9	CC-CKR-9, CDw199, GPR-9-6, GPR28
761	CA3	CAIII, Car3
2331	FMOD	FM, SLRR2E
26227	PHGDH	3-PGDH, 3PGDH, HEL-S-113, NLS, NLS1, PDG, PGAD, PGD, PGDHD, SERA, PHGDH
3614	IMPDH1	IMPD, IMPD1, IMPDH-I, LCA11, RP10, sWSS2608
9180	OSMR	IL-31R-beta, IL-31RBB, PLCA1, OSMR
7915	ALDH5A1	SSADH, SSDH
10923	SUB1	P15, PC4, p14
51022	GLRX2	CGI-133, GRX2
10057	ABCC5	ABC33, EST277145, MOAT-C, MOATC, MRP5, SMRP, pABC11
2091	FBL	FIB, FLRN, Nop1, RNU3IP1
11052	CPSF6	CFIM, CFIM68, CFIM72, HPBRII-4, HPBRII-7
8190	MIA	CD-RAP
7320	UBE2B	E2-17kDa, HHR6B, HR6B, RAD6B, UBC2
94234	FOXQ1	HFH1
6059	ABCE1	ABC38, OABP, RLI, RLI1, RNASEL1, RNASELI, RNS4I
8370	HIST2H4A	FO108, H4, H4/n, H4F2, H4FN, HIST2H4
80326	WNT10A	OODD, SSPS, STHAG4
1592	CYP26A1	CP26, CYP26, P450RAI, P450RAI1
10492	SYNCRIP	GRY-RBP, GRYRBP, HNRNPQ, HNRPQ1, NSAP1, PP68, hnRNP-Q
8824	CES2	CE-2A1, PCE-2, iCE, CES2
56413	LTB4R2	BLT2, BLTR2, JULF2, KPG_004, LTB4-R 2, LTB4-R2, NOP9
110366354	LOC110366354	CLEM, XREM
221458	KIF6	C6orf102, dJ1043E3.1, dJ137F1.4, dJ188D3.1
3036	HAS1	HAS
26523	AGO1	EIF2C, EIF2C1, GERP95, Q99, hAgo1
6017	RLBP1	CRALBP
6620	SNCB	
121340	SP7	OI11, OI12, OSX, osterix
4215	MAP3K3	MAPKKK3, MEKK3
406909	MIR124-3	MIRN124-3, MIRN124A3, mir-124-3
140803	TRPM6	CHAK2, HMGX, HOMG, HOMG1, HSH
2797	GNRH2	GnRH-II, LH-RHII
151888	BTLA	BTLA1, CD272
4131	MAP1B	FUTSCH, MAP5, PPP1R102
160	AP2A1	ADTAA, AP2-ALPHA, CLAPA1
119391	GSTO2	GSTO 2-2, bA127L20.1
574506	MIR503	MIRN503, hsa-mir-503, mir-503
11331	PHB2	BAP, BCAP37, Bap37, PNAS-141, REA, hBAP, p22
9997	SCO2	CEMCOX1, ECGF1, Gliostatin, MYP6, PD-ECGF, SCO1L, TP, TYMP, TdRPase
5701	PSMC2	MSS1, Nbla10058, S7
150684	COMMD1	C2orf5, MURR1
9260	PDLIM7	LMP1, LMP3
10979	FERMT2	KIND2, MIG2, PLEKHC1, UNC112, UNC112B, mig-2
4900	NRGN	RC3, hng
3930	LBR	DHCR14B, LMN2R, PHA, PHASK, TDRD18
10755	GIPC1	C19orf3, GIPC, GLUT1CBP, Hs.6454, IIP-1, NIP, RGS19IP1, SEMCAP, SYNECTIIN, SYNECTIN, TIP-2
2182	ACSL4	ACS4, FACL4, LACS4, MRX63, MRX68
4616	GADD45B	GADD45BETA, MYD118
23308	ICOSLG	B7-H2, B7H2, B7RP-1, B7RP1, CD275, GL50, ICOS-L, ICOSL, LICOS
26058	GIGYF2	GYF2, PARK11, PERQ2, PERQ3, TNRC15
2822	GPLD1	GPIPLD, GPIPLDM, PIGPLD, PIGPLD1, PLD
984	CDK11B	CDC2L1, CDK11, CDK11-p110, CDK11-p46, CDK11-p58, CLK-1, PITSLREA, PK58, p58, p58CDC2L1, p58CLK-1
1501	CTNND2	GT24, NPRAP
10908	PNPLA6	BNHS, LNMS, NTE, NTEMND, OMCS, SPG39, iPLA2delta, sws
6596	HLTF	HIP116, HIP116A1, RNF80, SMARCA3, SNF2L3, ZBU1, HLTF
163	AP2B1	ADTB2, AP105B, AP2-BETA, CLAPB1
2294	FOXF1	ACDMPV, FKHL5, FREAC1
4512	MT-CO1	COI, MTCO1, COX1
911	CD1C	BDCA1, CD1, CD1A, R7
5163	PDK1	
28987	NOB1	ART-4, MST158, MSTP158P, PSMD8BP1, NOB1
26088	GGA1	
5166	PDK4	
4232	MEST	PEG1
406902	MIR10A	MIRN10A, hsa-mir-10a, miRNA10A, mir-10a
84168	ANTXR1	ATR, GAPO, TEM8
83700	JAM3	JAM-2, JAM-3, JAM-C, JAMC
4588	MUC6	MUC-6
407028	MIR302A	MIRN302, MIRN302A, hsa-mir-302, mir-302a
23671	TMEFF2	CT120.2, HPP1, TENB2, TPEF, TR, TR-2
55605	KIF21A	CFEOM1, FEOM1, FEOM3A
7188	TRAF5	MGC:39780, RNF84
4485	MST1	D3F15S2, DNF15S2, HGFL, MSP, NF15S2
2805	GOT1	AST1, ASTQTL1, GIG18, cAspAT, cCAT
3682	ITGAE	CD103, HUMINAE
7543	ZFX	ZNF926
3608	ILF2	NF45, PRO3063
2892	GRIA3	GLUR-C, GLUR-K3, GLUR3, GLURC, GluA3, MRX94
9844	ELMO1	CED-12, CED12, ELMO-1
3792	KEL	CD238, ECE3
442906	MIR338	MIRN338, hsa-mir-338, mir-338
64170	CARD9	CANDF2, hCARD9
7357	UGCG	GCS, GLCT1
89869	PLCZ1	NYD-SP27, PLC-zeta-1, PLCzeta, SPGF17
3293	HSD17B3	EDH17B3, SDR12C2
4513	MT-CO2	COII, MTCO2, COX2
79718	TBL1XR1	C21, DC42, IRA1, MRD41, TBLR1
6456	SH3GL2	CNSA2, EEN-B1, SH3D2A, SH3P4
5720	PSME1	HEL-S-129m, IFI5111, PA28A, PA28alpha, REGalpha
2107	ETF1	D5S1995, ERF, ERF1, RF1, SUP45L1, TB3-1
26040	SETBP1	MRD29, SEB
10808	HSPH1	HSP105, HSP105A, HSP105B, NY-CO-25
4026	LPP	
5959	RDH5	9cRDH, HSD17B9, RDH1, SDR9C5
248	ALPI	IAP
8440	NCK2	GRB4, NCKbeta
10072	DPP3	DPPIII
10181	RBM5	G15, H37, LUCA15, RMB5
5406	PNLIP	PLD, PTL, PNLIP
5439	POLR2J	POLR2J1, RPB11, RPB11A, RPB11m, hRPB14
923	CD6	TP120
3638	INSIG1	CL6
6491	STIL	MCPH7, SIL
6810	STX4	STX4A, p35-2
7764	ZNF217	ZABC1
6964	TRD	TCRD, TCRDV1@, TRD
3363	HTR7	5-HT7
2868	GRK4	GPRK2L, GPRK4a, IT11, GRK4
487	ATP2A1	ATP2A, SERCA1
9184	BUB3	BUB3L, hBUB3
5437	POLR2H	RPABC3, RPB17, RPB8
3094	HINT1	HINT, NMAN, PKCI-1, PRKCNH1
7392	USF2	FIP, bHLHb12
147	ADRA1B	ADRA1, ALPHA1BAR
5534	PPP3R1	CALNB1, CNB, CNB1
643847	PGA4	
273	AMPH	AMPH1
7417	VDAC2	POR
6785	ELOVL4	ADMD, CT118, ISQMR, SCA34, STGD2, STGD3
1032	CDKN2D	INK4D, p19, p19-INK4D
23274	CLEC16A	Gop-1, KIAA0350
116844	LRG1	HMFT1766, LRG
5704	PSMC4	MIP224, RPT3, S6, TBP-7, TBP7
9939	RBM8A	BOV-1A, BOV-1B, BOV-1C, C1DELq21.1, DEL1q21.1, MDS014, RBM8, RBM8B, TAR, Y14, ZNRP, ZRNP1
28964	GIT1	
5606	MAP2K3	MAPKK3, MEK3, MKK3, PRKMK3, SAPKK-2, SAPKK2
7200	TRH	Pro-TRH, TRF
5305	PIP4K2A	PI5P4KA, PIP5K2A, PIP5KII-alpha, PIP5KIIA, PIPK
5436	POLR2G	RPB19, RPB7, hRPB19, hsRPB7
11284	PNKP	AOA4, EIEE10, MCSZ, PNK
2817	GPC1	glypican
793	CALB1	CALB, D-28K
6795	AURKC	AIE2, AIK3, ARK3, AurC, HEL-S-90, SPGF5, STK13, aurora-C
4905	NSF	SEC18, SKD2
2070	EYA4	CMD1J, DFNA10
3588	IL10RB	CDW210B, CRF2-4, CRFB4, D21S58, D21S66, IL-10R2
3758	KCNJ1	KIR1.1, ROMK, ROMK1
84735	CNDP1	CN1, CPGL2, HsT2308
54575	UGT1A10	GNT1, UDPGT, UGT-1A, UGT-1J, UGT1, UGT1-01, UGT1-10, UGT1.1, UGT1.10, UGT1A, UGT1A1, UGT1J, hUG-BR1
6742	SSBP1	Mt-SSB, SOSS-B1, SSBP, mtSSB
715	C1R	EDSPD1
988	CDC5L	CDC5, CDC5-LIKE, CEF1, PCDC5RP, dJ319D22.1
9093	DNAJA3	HCA57, TID1, hTID-1
8924	HERC2	D15F37S1, MRT38, SHEP1, jdf2, p528
4670	HNRNPM	CEAR4, HNRPM, HNRPM4, HTGR1, NAGR1, hnRNP M, HNRNPM
9181	ARHGEF2	GEF, GEF-H1, GEFH1, LFP40, NEDMHM, P40
6134	RPL10	AUTSX5, DXS648, DXS648E, L10, MRXS35, NOV, QM
1996	ELAVL4	HUD, PNEM
8324	FZD7	FzE3
1748	DLX4	BP1, DLX7, DLX8, DLX9, OFC15
5682	PSMA1	HC2, HEL-S-275, NU, PROS30
11343	MGLL	HU-K5, HUK5, MAGL, MGL
5620	PRM2	CT94.2
6845	VAMP7	SYBL1, TI-VAMP, TIVAMP, VAMP-7
6845	VAMP7	SYBL1, TI-VAMP, TIVAMP, VAMP-7
1292	COL6A2	BTHLM1, PP3610, UCMD1
80704	SLC19A3	BBGD, THMD2, THTR2
5330	PLCB2	PLC-beta-2
8565	YARS	CMTDIC, TYRRS, YRS, YTS
10558	SPTLC1	HSAN1, HSN1, LBC1, LCB1, SPT1, SPTI
53345	TM6SF2	
109623489	LOC109623489	
84441	MAML2	MAM-3, MAM2, MAM3, MLL-MAML2
5116	PCNT	KEN, MOPD2, PCN2, PCNTB, PCTN2, SCKL4, PCNT
10269	ZMPSTE24	FACE-1, FACE1, HGPS, PRO1, STE24, Ste24p
4671	NAIP	BIRC1, NLRB1, psiNAIP
7007	TECTA	DFNA12, DFNA8, DFNB21
694	BTG1	APRO2
6578	SLCO2A1	MATR1, OATP2A1, PGT, PHOAR2, SLC21A2
79977	GRHL2	BOM, DFNA28, ECTDS, PPCD4, TFCP2L3
128674	PROKR2	GPR73L1, GPR73b, GPRg2, HH3, KAL3, PKR2, dJ680N4.3
3556	IL1RAP	C3orf13, IL-1RAcP, IL1R3
6101	RP1	DCDC4A, ORP1
346007	EYS	C6orf178, C6orf179, C6orf180, EGFL10, EGFL11, RP25, SPAM, bA166P24.2, bA307F22.3, bA74E24.1, dJ1018A4.2, dJ22I17.2, dJ303F19.1
6047	RNF4	RES4-26, SLX5, SNURF
2672	GFI1	GFI-1A, SCN2, ZNF163, GFI1
7443	VRK1	PCH1, PCH1A
63967	CLSPN	
8505	PARG	PARG99
6813	STXBP2	FHL5, Hunc18b, MUNC18-2, UNC18-2, UNC18B, pp10122
23291	FBXW11	BTRC2, BTRCP2, FBW1B, FBXW1B, Fbw11, Hos
7024	TFCP2	LBP1C, LSF, LSF1D, SEFC, TFCP2
79626	TNFAIP8L2	TIPE2
5139	PDE3A	CGI-PDE, CGI-PDE A, CGI-PDE-A, HTNB
5981	RFC1	A1, MHCBFB, PO-GA, RECC1, RFC40, RFC1
1825	DSC3	CDHF3, DSC, DSC1, DSC2, DSC4, HT-CP
8031	NCOA4	ARA70, ELE1, PTC3, RFG
343	AQP8	AQP-8
30968	STOML2	HSPC108, SLP-2
11060	WWP2	AIP2, WWp2-like
4152	MBD1	CXXC3, PCM1, RFT
35	ACADS	ACAD3, SCAD
7555	CNBP	CNBP1, DM2, PROMM, RNF163, ZCCHC22, ZNF9
7060	THBS4	TSP-4, TSP4
127	ADH4	ADH-2, HEL-S-4
5125	PCSK5	PC5, PC6, PC6A, SPC6
79139	DERL1	DER-1, DER1, derlin-1
443	ASPA	ACY2, ASP
5351	PLOD1	EDS6, EDSKCL1, LH, LH1, LLH, PLOD
406999	MIR217	MIRN217, mir-217
554213	MIR449A	MIRN449, MIRN449A, hsa-mir-449, mir-449a
26136	TES	TESSS-2, TES
10379	IRF9	IRF-9, ISGF3, ISGF3G, p48
10913	EDAR	DL, ECTD10A, ECTD10B, ED1R, ED3, ED5, EDA-A1R, EDA1R, EDA3, HRM1
2937	GSS	GSHS, HEL-S-64p, HEL-S-88n
11040	PIM2	
6375	XCL1	ATAC, LPTN, LTN, SCM-1, SCM-1a, SCM1, SCM1A, SCYC1
5884	RAD17	CCYC, HRAD17, R24LSP, RAD24, RAD17
1188	CLCNKB	CLCKB, ClC-K2, ClC-Kb
1857	DVL3	DRS3
713	C1QB	
6399	TRAPPC2	MIP2A, SEDL, SEDTP1, TRS20, ZNF547L, hYP38334, TRAPPC2
340273	ABCB5	ABCB5alphabeta, EST422562, ABCB5
1069	CETN2	CALT, CEN2
1836	SLC26A2	D5S1708, DTD, DTDST, EDM4, MST153, MSTP157
10568	SLC34A2	NAPI-3B, NAPI-IIb, NPTIIb
10988	METAP2	MAP2, MNPEP, p67eIF2
762	CA4	CAIV, Car4, RP17
9227	LRAT	LCA14
6557	SLC12A1	BSC1, NKCC2
25974	MMACHC	cblC
5352	PLOD2	BRKS2, LH2, TLH
608	TNFRSF17	BCM, BCMA, CD269, TNFRSF13A
4686	NCBP1	CBP80, NCBP, Sto1
9479	MAPK8IP1	IB1, JIP-1, JIP1, PRKM8IP
816	CAMK2B	CAM2, CAMK2, CAMKB, MRD54
3751	KCND2	KV4.2, RK5
9463	PICK1	PICK, PRKCABP
90550	MCU	C10orf42, CCDC109A, HsMCU
771	CA12	CA-XII, CAXII, HsT18816, T18816
53905	DUOX1	LNOX1, NOXEF1, THOX1
9456	HOMER1	HOMERA, HOMER1B, HOMER1C, SYN47, Ves-1, HOMER1
4778	NFE2	NF-E2, p45
310	ANXA7	ANX7, SNX, SYNEXIN
11136	SLC7A9	BAT1, CSNU3
2119	ETV5	ERM
162514	TRPV3	FNEPPK2, OLMS, VRL3
1668	DEFA3	DEF3, HNP-3, HNP3, HP-3, HP3
777	CACNA1E	BII, CACH6, CACNL1A6, Cav2.3, gm139
84676	TRIM63	IRF, MURF1, MURF2, RNF28, SMRZ
3714	JAG2	HJ2, SER2
56649	TMPRSS4	CAPH2, MT-SP2, TMPRSS3
23020	SNRNP200	ASCC3L1, BRR2, HELIC2, RP33, U5-200KD
774	CACNA1B	BIII, CACNL1A5, CACNN, Cav2.2, DYT23
6938	TCF12	CRS3, HEB, HTF4, HsT17266, TCF-12, bHLHb20, p64
2897	GRIK1	EAA3, EEA3, GLR5, GLUR5, GluK1, gluR-5
732	C8B	C82
57111	RAB25	CATX-8, RAB11C
5909	RAP1GAP	RAP1GA11, RAP1GAPII, RAPGAP, RAP1GAP
574455	MIR193B	MIRN193B, mir-193b
